Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LoginExecute,Chrome 69.0.3497.100,,2018-10-25 12:02:05,2018-10-25 12:02:10,4.803s,PASSED
,,,,,,
Test Cases/Login,Chrome 69.0.3497.100,cucumber,2018-10-25 12:02:05,2018-10-25 12:02:10,4.414s,PASSED
runFeatureFile,Chrome 69.0.3497.100,,2018-10-25 12:02:05,2018-10-25 12:02:10,4.200s,PASSED
