Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LoginExecute,Chrome 70.0.3538.77,,2018-10-30 16:14:07,2018-10-30 16:14:13,5.911s,FAILED
,,,,,,
Test Cases/Loginfallido,Chrome 70.0.3538.77,,2018-10-30 16:14:07,2018-10-30 16:14:13,5.534s,FAILED
runFeatureFile,Chrome 70.0.3538.77,,2018-10-30 16:14:08,2018-10-30 16:14:13,5.235s,FAILED
